grant_id,Title,Donations Standard deviation,Variety of tokens,Variety of chain,Variety of days,Votes,Total raised
6390,"Support for Panvala Fellows, t",4.5722087476842095,3,2,2,5,24.012950000000004
3075,Blockchain Visual Analyzer - F,2.6265484059180944,5,3,6,10,24.119266075
5135,VitaDAO Longevity Hackathon,2.1047942737036385,3,3,7,12,24.454835105
565,OurNetwork,1.666032749618538,3,3,6,9,24.464797
7425,Aspecta Identity,4.3740352557353726,2,2,4,5,24.768385000000002
3608,未来クリプト研究室,0.0,1,1,1,1,25.0
7158,EVM from Scratch: A Youtube Tu,0.0,1,1,1,1,25.0
5653,Web3 Bazaar,1.2315339201309297,4,3,9,15,25.43569307
7234,Cryptopas,0.25692815758454857,3,2,5,16,25.4647332
934,Blockchain Threat Intelligence,4.835711334609073,2,2,3,3,25.56495
2289,CT Analysis Produced by CRYPTO,3.132011896925451,3,2,6,8,25.614588875000003
6473,Dragd: Build dApps without Cod,2.6040692116439046,3,2,6,10,25.64852755
5553,Double: NFT Rental Protocol fo,5.36335810285913,3,1,3,4,25.675645
5215,Files - Store till Perpetuity,2.6602089351125553,3,2,5,9,25.802141675
7603,Pode Crer: Tech education for,3.4371698520447893,2,1,3,6,25.815844325
2121,Dynamiculture,12.0,1,2,2,2,26.0
7083,Mojo,12.0,2,2,2,2,26.0
6556,Def: Collaborative address lab,11.999941962500003,2,2,2,2,26.000116075000005
6610,Popula - a Web3 platform for t,11.999941962500003,2,2,2,2,26.000116075000005
4480,3D Robot ecosystem and robot,0.0,1,1,1,1,26.113575
177,Carbon Accounting with Anti-th,6.547263239778508,4,2,4,5,26.155715447825
4926,"Web3 music ""W3M"" Coalition (mu",5.70535732498313,3,1,3,3,26.198232
7659,Web3 Profile for Raycast,11.75,2,2,2,2,26.5
6946,Feed.xyz：A metaverse of public,4.272425730642816,3,2,3,5,26.5388921
2205,DES FEMMES MAGAZINE,12.3365,2,2,2,2,26.673
2979,Lighthouse.storage,2.327316754231979,3,3,6,10,26.7501155
7030,The Symmetrical - genZ DAO,11.5,2,1,2,2,27.0
2099,Hummingbird DAO,11.313681139944126,2,2,3,3,27.000116075
5484,doughn8.io,6.579636120148963,3,2,4,7,27.335161850000002
5857,Crypto Space Map: simple resea,6.394991933657222,4,3,5,7,27.594227099999998
7193,PampasCat,0.25114519677568176,4,2,4,19,27.673626
3563,Utopia42,9.830252850575565,3,3,3,4,27.923388595000002
1802,Arabs in Blockchain: an open c,11.0,2,2,2,2,28.0
4155,On the Other Side Podcast,11.0,1,1,2,2,28.0
6660,ETH SD,11.0,1,2,2,2,28.0
5372,The Block Explorer: Podcast Am,10.392209167563667,3,2,3,4,28.000662900000002
7754,GR15 - NousMarket - a web3 'Am,2.678185816195711,3,3,5,10,28.130547803349998
7386,DeFi Greeks SDK,10.933544999999999,2,2,2,2,28.13291
2823,Cheerbot: ETH <> Raspberry Pi,5.09735692217755,4,3,4,6,28.29982905014678
7712,notfellows,6.684131180349221,2,2,2,3,28.414305
1749,Ceazors Snack Sandwich,7.249767909732398,3,2,4,5,29.00045066
4257,Reputable DAO,5.0969276651341335,3,1,3,6,29.02030147
4127,Cannabis Genome DAO,2.0525324340898905,4,3,10,12,29.43535
6191,hildobby's Dune dashboards,1.8976298299571523,4,2,5,9,29.529125
5562,Foresta: ReFi Wallet Protocol,4.489395544882376,3,3,8,8,29.710872600000002
1509,$DOWN DAO,6.008236992307495,3,2,7,8,29.77868431
6137,HonestNFT Shenanigan Scanning,10.111874208078342,2,1,2,4,30.0
3422,nobumei Newsletter,10.0,1,1,2,2,30.0
3536,"Deep Skills - Scalability, Rec",0.0,1,1,1,1,30.0
7954,Not So Quiet,0.0,1,1,1,1,30.0
2809,Caribbean Blockchain Alliance,6.559047693932905,3,3,6,7,30.04287393
6639,Furoa — Floor heating with com,10.101278361765653,3,2,3,4,30.0783
3810,the Spheres of Babel,9.486795209958103,2,1,4,5,30.163145000000004
7240,ENS onboarding education and a,2.344875362519037,4,2,7,13,30.3303470335
2271,Kotal - Open source alternativ,6.146386861879223,3,1,4,5,30.34202568
1761,Women Of Crypto Art [Panvala L,6.532312916166949,3,3,6,7,30.438711679999997
1692,DAppChaser,4.305197117696497,1,2,4,6,30.5
6405,Soulbound Studio: No-Code GUI,10.044340135120875,2,2,3,4,30.509999999999998
7368,beoble - Pluggable Modular Web,4.559505898273591,2,2,4,6,30.57873
5041,MotionDAO: A Dancing Web3 Ecos,9.441110137479589,3,3,5,5,30.764142120000002
3153,Web3 Africa Ecosystem,0.951568077812074,2,3,5,16,30.955048010621603
6136,Community Kitchens,10.498677165349081,1,1,3,3,31.0
1641,DAO Internal Dispute Resolutio,0.7654967148119103,3,2,3,26,31.304583290000004
938,Sourcify - Source Verification,5.16185951184064,2,2,3,4,31.372365
7481,"Wise Crowds, Liberating Struct",9.901833227038061,2,2,4,4,31.50018
7602,Price of forgery measurement c,9.4450081324744,2,2,4,6,31.67663015
7254,staker-notifier,2.918508476815251,3,2,7,8,31.7044239
5310,Recap of the Previous Day on S,0.8591751669782592,4,2,11,22,31.712178675
3389,NFT Price Floor - Your User-Fr,3.4543088765666403,3,3,7,11,31.86337603
338,2key Network Labs,0.2633862695208248,3,2,10,29,31.90344152
6642,Mintships - Unlockable content,9.932336363045547,3,2,4,4,32.100162100000006
1183,"Web3Bridge ""Web3 house"" (Panva",7.914980922046192,3,3,4,8,32.499428425
3510,Defiwrapper,0.12103072956898178,1,1,3,16,32.5
6154,SAVING ANCIENT FOREST STOPS CL,2.3848133463822165,5,3,8,14,32.51762218
7121,WalliD wallet,3.8347024528163858,4,3,4,10,32.74448
4922,Re-Public: Change the World an,3.284262829210121,3,3,7,12,32.915268175
5318,Climate  and Online Access Adv,8.75094957838962,4,3,2,6,33.00281023
2200,Bloomeria,9.766269781354753,3,3,4,4,33.085195999999996
7246,"Equitable, Green and Beautiful",2.518481472913227,4,2,8,12,33.325521575
3663,Samudai – Token Community Mana,1.6052410170856681,4,2,2,13,33.46960586
3400,NFT Library,1.9667562010110762,5,3,7,15,33.5019346
7191,Pythagoras Ecology Works,2.487238008306996,5,3,8,15,33.658124875
3335,Ruby: Cryptographic Infrastruc,5.825836617736164,2,2,3,6,33.80261
7702,Roloi: Dynamic payments,2.831231145085413,4,3,2,14,34.163355
7326,People's Land Bank service DAO,2.275512321189122,4,3,8,16,34.46842088
6035,Sweat Equity Management Platfo,7.1726659797508345,2,2,3,4,34.556380000000004
5031,Future Diaries,7.481682534392971,4,3,4,9,34.71770675
228,BUIDLHub,2.56582514442099,4,3,8,11,35.031425670000004
314,Now.eth - Uncensorable. Instan,3.236164624633428,4,2,7,12,35.042364195
4134,Mirror Curator DAO,1.9702697348739178,2,3,6,19,35.16727728
7862,FDD <> Philanthrobotics 🤖 Coll,4.368213243846658,3,2,4,7,35.345665
7188,Ontologic: A Research Exchange,1.6706537849768406,4,3,11,16,35.35106325
4327,Piloting Prosperity Pools: Fac,1.24005826050293,4,3,8,18,35.362798850000004
7220,Fund climate artists to spread,2.5263583408111687,4,3,8,13,35.4631275
7597,"Scriptus, a marketplace for re",1.8147912685523764,3,3,9,14,35.494426250000004
3004,Moonshot Collective,8.93535101129246,3,2,6,6,35.67568651
3753,Yubiai MarketPlace funding,1.8934769130563343,4,3,9,14,35.85625328925
4896,PipeMail: A blockchain-based m,3.7976114762425377,3,2,3,12,36.2457931
2871,Flashbots Bundle Explorer,8.30435,2,2,2,2,36.6087
7596,Web3 Documentary About Nigeria,7.131976826547459,3,3,4,10,36.7571279055
7843,MedDAO - A Distributed Medical,7.410914726171743,3,2,6,9,36.83124985
3996,Lootverse,0.30280088579109254,3,2,4,31,36.92648045
5026,DAO Onboarding and Meeting Cul,9.533566430716728,1,1,3,3,37.0
7610,Regenerative Science Methodolo,2.396301125424077,3,3,5,15,37.00278265
413,Open Source Web3 Icon Set,8.956577498373173,4,2,4,5,37.371727
3997,Life Noggin - Top Tier Videos,8.541715321908331,2,2,4,6,37.486132
7637,ENS Turkish Community,8.523252509067962,3,2,5,6,37.5
6647,The Genesis Eye: A Magical Dev,5.614532544749802,3,2,3,4,37.509725
3059,Toucan Protocol —  Carbon as a,4.64663441039061,3,2,7,10,37.803489
1252,Polywrap,0.17528332403060298,3,2,10,35,37.9095488
7488,The ReGen Games! Like the Olym,2.0349736906863796,4,3,7,20,37.92946998
7463,A Web3 Approach to Repetition,9.307377007932985,3,2,3,5,38.4727228
7594,ENS Explained,9.527388351333158,4,2,3,4,38.63151
5062,Dynamic Energy Budget,6.408973168393256,3,2,7,7,39.104254999999995
1670,Ronan Sandford (a.k.a. @wighaw,6.977849999999997,1,2,2,2,39.261700000000005
567,The Defiant - Subscriptions fo,1.4738490623706364,3,3,9,16,39.379958959999996
5312,Snapshot Strategy - ERC-20 Vot,8.038800370312902,3,2,6,7,39.50933
468,ETHPlanet - member of togETHer,8.69462392836262,3,2,3,5,40.304693
1211,R&D in Rent-Free Public Financ,6.478377981115886,3,2,5,7,41.073865
6193,Hats Protocol: DAO Role NFTs,8.369514831110598,3,2,4,6,41.15840083577966
1122,Vyper.fun | CryptoZombies+Ethe,4.7099567035584915,3,2,8,15,41.3467898885
2141,Beacon Book,5.430302524538966,3,2,7,10,41.56703809
7549,Adot: Your One-Stop Web3 Searc,4.046084118852513,3,2,5,8,41.5706871
7446,Reunited DAO - Alliviate Pain,7.782896575656268,4,3,4,7,41.58680976577966
7061,Trust Finance,4.93012404355293,5,3,7,14,41.67735873
6416,Promoting Biochar as a Climate,2.5589894513645683,3,3,7,16,42.1876116
5397,BattleZips V2: Zero Knowledge,3.8966389079793884,4,3,6,9,42.3886585
7132,My Meta Farm,5.02374470519041,4,3,5,12,42.9005571
213,MetaGame,2.556085607689553,5,3,6,16,42.937431456405854
6358,flashpub.io - micropublication,18.037379654452767,2,1,3,3,43.22238
2357,useDApp - rapid DApp developem,4.560435120113105,3,2,6,11,43.23437925
2058,やさしいDeFi (Yasashi DeFi),7.36662767964622,4,2,7,9,43.3035607737
7522,0x07,3.0374773875189343,4,3,10,16,43.344241430000004
6489,X-Mob,8.664176954191374,3,3,2,6,44.177311075000006
6092,Genesis Scrolls Painted,2.8020904929783614,3,2,8,15,44.238293
7010,NFT Pinas - NFT Marketplace bu,2.030312762614387,3,2,12,22,44.33158148
7185,Artists for Climate - using ar,5.975159524502248,4,3,8,15,44.3675055
7237,"Kula: Connecting Globally, Act",5.736558423003941,4,3,9,16,45.847927
4097,braid.science,21.95,2,2,1,2,46.1
5191,Tingbits - Find blockchain gam,20.29704026329638,2,2,3,3,46.34296049999999
1923,Doruk İşmen,2.244589011597476,5,3,7,19,46.719858220999996
4053,Glosseta,10.103030310720849,2,2,3,4,47.401057
6739,SafeZen- the future of insuran,2.135300244711855,4,3,12,25,47.48434936
3497,🌱Fracton Incubation 2022🌱,7.416477087371598,4,2,8,9,47.5169357737
7113,"Stand up for privacy, free spe",7.467781511953429,2,2,6,8,47.53115
7430,SproutUp: Turn Good Deeds into,6.685783095331534,5,3,6,10,47.53926783577966
7112,Sixdegree Lab,8.527731396946635,4,3,6,7,47.71682
7189,ENS Friday Night Happy Hour,3.301651794474209,4,3,5,14,47.979568879
6672,Grantr.app,9.501022677758275,2,2,4,5,48.318062100000006
6231,Proof of Soul (Soulbound token,2.4683548095656946,4,3,10,24,48.339104665
1274,Ethereum Newsletters in French,5.811180902994962,3,2,6,9,48.566685
4869,Meltek: Earn Crypto for Saving,5.875713732306294,5,3,10,15,48.5969472
337,zkCREAM: zero-knowledge Confid,4.826971620874862,4,3,8,14,48.64690912
7227,build pr3tti; Onboard Women to,3.454481673022353,3,2,9,12,48.974656575
6696,Launch the DAOversity movement,11.045352009598224,3,2,6,7,49.000116075
2966,"Blockhead: portfolio tracker,",6.959284650313091,4,2,7,11,49.131209385
4093,Elephant in the Room - Strateg,2.5273879591636503,3,3,7,19,49.1966902
7389,LanguageDAO: Lowering Language,5.220772939274167,4,2,11,20,49.286366029999996
5365,Grow Your Own Cloud - Developi,7.712502297203203,5,2,5,10,49.70490848
7571,Recap of the Previous Day on S,1.1490463595884488,3,2,11,38,49.84602538
7693,Metaversité,3.4814513017100435,4,3,8,24,50.646844924999996
5427,Global Pizza Party w/ PizzaDAO,7.080316825405953,4,3,8,12,50.7065008
5854,WeaverFi: The Open-Source DeFi,7.338162923840729,3,2,5,9,51.030116075
1836,Blockchain Development and Con,6.545625000000001,2,1,1,2,51.09125
7239,LXDAO,6.88564249065837,4,3,7,13,51.310415
844,Solidity Visualizer Extension,0.0,1,1,1,1,51.3528
7857,Quest Chains,16.634202042037803,2,2,5,6,51.95598080116126
7390,Knowan - decentralized data fo,3.951494310189679,4,3,9,16,52.21509025
5075,Exit to Community Collective (,8.347573358753522,3,1,5,6,52.262949320999994
4203,Uniswap Calculator (v3),23.02577132050053,3,2,3,3,52.3113756
227,🔒 BlockSpy - MetaMask Security,25.1757452025,1,2,2,2,52.354109595000004
7073,Good Science Project,6.2286573354079575,4,3,7,13,52.702115
7726,NFT Brand Landscape - An open,7.359249250176543,2,2,1,5,52.80117
7736,Digital Polycentric Governance,16.609875000000002,2,2,2,2,53.219750000000005
916,Ancient Beast 🐺 The eSport ♟️,2.922011555048078,4,3,9,20,53.72365887
1657,@PaulRBerg Open-Source Enginee,9.428090415820634,1,2,3,3,55.0
7775,Proof of Impact Dynamic NFT,2.5,2,1,2,2,55.0
7211,BlockGurus REALTOR & MLS integ,2.8945952268321444,4,2,9,20,55.184590754999995
5965,CreatorDAO,0.8620765132811962,3,3,9,42,55.5330333
4914,Bookverse: community first and,1.6528981121409732,6,3,9,30,55.823999651
5069,Inclusive Media Economies Fell,8.369815140619512,2,2,6,7,56.030522500000004
4151,Silent Auth: the de facto mult,7.226791144400976,3,3,4,12,56.26798977
5410,“Metabolic Mainframe”: The Fir,5.74160830149675,4,3,9,16,56.3533285
391,BoxSwap -,1.2688730986247525,4,3,13,45,56.918280785
218,ens-updater,7.243779411834951,4,2,5,10,57.031425670000004
380,ethereum.cn | ECN以太坊社区网络,6.565794492346137,3,2,7,12,57.17060759
2974,Ethereum Lists (lists.eth),7.217425451166429,3,2,5,10,57.45377607500001
6457,SCDEVSTR,5.913279847021494,5,3,7,17,57.45787987
6788,IberoAm: promoting and support,1.2904104148883526,4,3,8,34,57.50220955
4500,NeptuneChain,1.761718578701227,3,2,12,26,58.034633150000005
7131,Surfnetwork,0.7170835928497946,3,2,6,31,58.041425000000004
7137,WTF is a  .eth and WTF can I d,2.796550555603414,3,2,10,22,58.155862395
4875,dfdao (Dark Forest Gaming Coll,2.6013724793015127,4,3,8,21,59.38337671
7356,ENS Onboarding Services at Dom,2.7189964848663215,5,3,10,19,59.435683810499995
4157,Gotchiverse Media Internationa,6.669742532689091,4,3,7,11,59.75637256
7813,Kryptik Wallet,15.328746183971084,2,2,5,9,60.11246331
2265,DeFiGeek Community JAPAN,5.131,2,2,2,2,60.262
684,SHE (Panvala League),5.293491821596911,4,3,10,19,60.29616295176932
6164,Coadec - The Coalition for a D,8.930567414915343,4,3,5,12,60.370759490000005
2687,Njombe Innovation Academy [Pan,7.66745170432675,3,2,6,9,60.558400835779665
7420,Banking on Nature,2.9976391044227406,5,3,8,28,63.38798129
7662,Autonomous Web3 Carbon Offsett,7.847354860455895,3,3,3,9,63.76825335
6196,Rehash DAO,7.495806195146976,4,2,7,12,63.986810835779664
6408,SwapChat - Web3 Native Cross-P,3.1590428427834785,4,3,10,23,64.738644375
1809,vfat.tools Yield Farming Calcu,5.379922947832764,5,3,9,18,64.85462555500001
7157,Olandbox,11.229694010145195,2,2,4,7,64.93976
7496,Option: Governance for Profita,14.041944108815498,2,2,4,4,64.990618
7024,Provable Democracy,17.633134292140827,2,2,3,3,65.0925235
7366,Rewards and Compensation - A g,9.534424417185019,2,2,4,6,65.52725
1162,🎨 nifty.ink,8.172204505826675,3,3,7,16,66.5977371
7669,FAVELAVERSO - Social Inclusion,2.5154490558921236,5,3,10,31,68.48283737999999
7127,Atticc - Decentralised Social,32.260875,2,2,2,2,68.52175
7286,py-is_ipfs,11.846775048114822,3,2,5,8,68.76871
3384,An alternative to Account Abst,8.405682262678312,4,2,9,14,69.1636454015
1219,DeFi Library - Newsletter for,1.5365536277305096,5,3,12,36,69.58735597
7341,Wiscle DEI-First Collaboration,14.032109601473401,4,3,9,11,70.060303025
4007,Carbonland Trust Perpetual For,15.714728656330733,3,2,5,6,70.25849215
500,DeFi Dad DeFi Tutorials on You,7.910645748546296,3,2,6,12,70.576685
4143,wslyvh - useWeb3 | ETHGas | To,5.99113417155802,4,3,9,15,71.039835075
5130,Decentralised Autonomous Marke,5.111721010019373,4,3,11,24,71.457830445
6112,Arab Web3 Train,2.0347797052267844,4,3,12,33,71.949633955
7195,Solarpunk your street: fund th,2.6494582455351514,5,3,13,21,72.53122624
7534,Rektify AI | Champions of Web3,11.531113541829054,4,3,8,16,72.75800175
7198,The Loot Tapestry: The Eye,4.8658015735964115,5,3,5,16,72.7886896525
2292,nfDAO,8.751818398017484,4,3,7,11,73.26540369254897
6847,zkMachineLearning - an end-to-,4.86541508363734,5,3,12,19,74.283680621
6716,KeyChain - SoulBound Web3 Soci,6.164851226462459,5,3,8,16,74.51734612455
4592,Decentralized Reputation Engin,3.567911647734258,5,3,11,27,75.794401375
7674,Oh my SEO,11.403108764046806,4,3,6,12,76.04955476
4186,Kredeum : Decentralized NFTs F,1.9569614540892637,5,3,10,51,77.18039559
6724,Atomic.green is the platform t,5.711144528092088,5,3,11,21,77.60402007
564,Dandelion – ReFi events and ga,10.268627354388853,4,3,9,14,77.66612441176932
7563,AbjaDAO | Translating Blockcha,5.04947857125197,5,3,10,23,77.915545175
5125,Genesis News,3.1392048377513944,4,3,8,25,78.82717152000001
2673,Mafia creativa din Romania,7.970047264017072,4,3,5,11,79.0550441
7248,High-tech Quantum Biology: twe,3.162070286344716,4,3,12,27,79.22750477
7423,Future Folklore,2.4528930386424683,5,3,11,35,79.38115882
7498,watercycle,7.906175805040341,5,3,11,18,80.05978871
3609,NakoTurk,3.768466817330537,4,3,12,28,80.56178182
6206,MuseX Protocol,2.958679994250523,3,3,7,48,80.730208475
7492,Shil.me - Building Meaningful,4.658191707217651,5,3,9,19,81.0692561
4757,daoApe - Newsletter Covering t,5.615955323300486,4,3,10,22,81.59142135
3481,Solow 🐽,10.644569188410312,4,3,7,13,82.0181703895
6284,Align DeSci’s community powers,3.824633791736847,4,3,13,22,82.62588965
7623,REGEN LEAGUE: Protecting the A,4.5552868564432485,4,3,9,21,82.63589385
1110,Minerva Wallet (the mobile Met,1.6379910681708985,7,3,13,43,82.88715290776932
7361,REGEN LEAGUE:  PAPARIKO - REST,6.046938221468957,4,3,4,11,83.2108367
4104,"This Week In Ethereum, NFTs, &",15.20721186649054,4,2,6,9,83.319553821
4919,Factland: Bet on Factual Dispu,31.38484860349288,2,2,4,4,83.45333000000001
2229,DePay - Web3 Payments,0.7173328640543107,5,3,11,66,83.986041609
524,clr.fund,5.459983029471736,3,2,11,30,84.34502132
829,CollabLand,41.228044105,2,2,2,2,84.45608821
5033,Edge Prize–support a bioregion,5.8102010650352645,4,2,9,19,84.6174966
5988,ARTXV,4.510977646339594,4,3,11,31,84.625932455
2073,Crypto Commons Association - S,8.841560166339278,4,3,6,13,85.31271533431186
7394,GloriView is an NFT creation p,0.4345115971589071,5,2,5,58,85.8635875
7822,Zero Voting : A privacy focuse,14.656024518629732,3,2,6,13,86.04919098
781,ENSPortal,3.955207176379215,4,2,10,31,86.308653033
1141,Conviction Voting cadCAD Model,35.637796394348804,4,2,4,4,86.92174821
7250,Denver Tool Library,16.056975434105215,3,3,5,6,87.15825
7723,We Make Impact - Exponentially,4.55561729534574,5,3,9,33,87.28239595500001
6156,KuoriciniDAO : slow rating sys,6.6184813737683665,3,2,7,11,89.1587528
7716,WeaveDB - Decentralized NoSQL,8.89375081180527,5,3,8,14,89.3071385
7701,ATOM DAO - A DAO of Community,43.734500000000004,2,2,2,2,89.46900000000001
40,EthHub - Ethereum Information,2.333076483504471,3,2,14,39,91.28264783
3116,The Platform DAO,21.237625,2,1,2,2,92.47525
7630,Cryo DAO  - Funding translatio,7.765543231710072,4,3,10,22,92.62938799999999
7095,Zero-Knowledge University - an,7.298486547361888,5,3,11,20,93.709598965
7410,The Solar Connection :  A sola,2.8779441883258574,4,3,14,34,93.76536109999999
7438,Mangrove: The operating system,8.035473010255528,4,3,11,17,94.1012316
4794,Delgadito:   Making a Better N,12.834018667989003,4,3,9,13,94.29633299999999
5917,Spinamp,13.105470636154955,3,2,6,8,95.16342227000001
6783,Simple.eth - Decentralized .Et,8.013835195341981,4,3,7,14,95.76583657500001
281,Upala 🤖 Price-of-forgery digit,3.5329794624517756,6,3,10,52,96.59545677700001
5386,Embed Renewable Energy into an,7.689652658645726,4,3,7,14,96.69223023
3491,The Daily Gwei en Español,5.165588484643252,3,2,10,20,96.75512555499999
3509,Freedom of the Press Foundatio,34.433221938936924,3,2,4,4,97.20832101
7765,NFT SaaS & Social NFT,37.916334471988016,2,3,3,3,98.13375
4739,Ecne,2.00995343265954,4,3,12,46,98.7495826435
1666,Tokenlog - Token-weighted back,45.81680167155932,2,2,2,2,101.63360334311864
4853,Extinction Rebellion Tech Deve,5.765187112790308,5,3,13,19,101.63999177310001
619,forum cp0x - cozy forum about,13.988420391303821,3,2,7,11,101.929608
3670,JanusXR,50.4481,2,2,2,2,102.8962
7329,A Decentralized Science Framew,9.389354396102481,4,3,13,27,104.0113987
6172,Web3Shop - Customize unique NF,7.3514215371263285,4,2,7,14,104.138030075
7839,Fundación DeFi Argentina,8.340976307070356,5,3,7,22,104.58697199725
7640,ForkinWisdom - sharing knowled,47.937983967962396,2,2,3,3,104.69235875999999
7380,Sapien Network dApp | sapien.e,9.089357354537958,4,3,7,15,104.83152975
5187,Crypto Sapiens Podcast - Gitco,6.785793170073241,4,2,13,32,105.924554035
20,Burner Wallet,33.67749240988511,3,2,3,4,106.45608821
7793,TalenTale––Build your professi,36.72634915455418,3,2,4,6,107.3
7505,Otomee: The Metaverse Hub,4.954719692151861,5,3,13,31,107.605761075
2239,RatioGang.com,4.057697321134879,3,2,12,28,108.50642242
2754,MintBot | Polygon NFT Minter +,2.2935407374206767,5,3,13,57,109.592955475
3920,METU Blockchain,3.3367361146031023,5,3,11,33,110.2050421
7598,TEMPLE OF THE FOX,10.523710226210099,3,2,6,12,112.256367
972,hardhat-deploy and jolly-roger,6.4700643795079475,5,3,8,22,115.08604543
7428,Blue Morpha: climate tech + oc,7.148400543362319,4,3,11,24,115.2769619
308,cadCAD: Computer Aided Design,29.323522437414713,3,2,5,6,116.46608821000001
7621,Saplings NFT,9.316943257996721,4,3,6,14,116.9379605
3522,Krebit - Web3 Verifiable Crede,3.3897419360596817,5,3,15,61,117.141374415
7168,ENSBook.xyz,8.182432959846258,4,3,10,17,118.716467695
7406,A Giant Lab for better solutio,18.67372196926792,6,3,9,18,120.27924181
7289,DAOhaus,12.400061003493757,4,2,7,14,120.99355549343367
1101,ArchiveNode.io - The Public Ac,7.842989497062747,3,2,11,19,122.36959771
2323,Dark Forest,7.294696776123847,5,3,14,35,124.00656622700001
6564,B4B.WORLD: Influencer Ads plat,8.095073378987967,4,3,9,20,124.678400695
7658,Forta Agent: Money Laundering,2.10435212559906,5,3,11,202,125.38259463
7433,Hazel - Gamifying Carbon Remov,18.170437612448172,5,3,7,20,127.77337361500001
7503,Social Layer,0.8156849291812357,3,2,11,98,127.7777001071
7872,Recomet - NFT request box for,15.200474551156768,3,2,3,6,128.353365
4573,datalatte - Milk Your Data,20.585432235595178,5,3,12,15,128.64248621000002
7687,Switch,6.4598021583782845,4,3,7,29,128.7015243052
2774,Bspeak!,5.332231818721146,5,3,12,24,129.7725465037
3329,"PartyBoard - Meta-Social App,",0.34012501576371135,3,3,7,112,129.9615583657
7332,AxonDAO,13.11793052394866,5,3,8,14,131.617491
7465,BlockModel - Tokenomics Made E,1.5623820729139992,3,3,9,95,132.40927110295002
4098,Indigenous Legal Fund for Clim,8.393608758430496,6,3,11,23,134.57808923
7686,Talk to Me About Water,18.252750618090086,3,3,4,11,135.6206239
7607,Team meeting schedule for Web3,22.85303706663758,4,2,8,9,135.91122598193536
7744,GlobalStablecoins.eth,52.14007718876925,4,2,3,5,137.23723999999999
7383,MetaTicket.eth,7.218680087056425,5,3,10,25,137.36321594
2983,Revert,7.2664198626156775,5,3,12,33,137.398415045
5987,PoolTogether Inc Legal Funding,10.863573151960061,4,2,13,23,138.32467195
7468,A Giant Lab for Better Diagnos,19.11462961266191,5,3,10,17,142.72213286000002
7244,Faces of Web3 — Impact-led eco,27.398390081505983,3,2,6,9,145.336572
2148,ETH2.tax - tax information for,27.717434133475148,3,3,5,9,145.559505
4083,Longevity Prize,4.59175972989753,4,3,14,60,146.469166865
646,Blockchain Developer | Opensou,36.724261262184484,3,3,4,5,147.26981999999998
7551,ViewsDAO,2.5106290604043235,5,3,12,76,149.00355645
7748,DAO Governance Education Sessi,15.330283910936139,6,3,6,11,149.54758083577966
6993,🐸 Habitat Health,15.97241758579804,3,2,9,15,151.27329319999998
29,ZoKrates,4.6246733045758335,6,3,14,55,151.382276517
2198,DropsEarn,5.5336681461574875,5,3,14,46,152.6521442115
1577,EthCC by Ethereum France,21.60209938279252,7,3,9,13,152.97655241728157
4310,Science Fund,5.224490805991886,6,3,14,48,153.8690401128
7223,zkForms: Proof of Humanity,2.8255283747033695,6,3,11,94,154.813536445
7459,Soshow-Come to Soshow and get,14.413225599970092,2,2,3,8,155.6481729
6782,Protecting Earth's orbits thro,5.749157546542677,5,3,16,46,156.321539675
231,BUIDL Honduras,19.98436328862762,3,2,8,23,156.53876
7874,Prism Collective 🏳️‍🌈 🏳️‍⚧️Cre,19.057453886995404,2,1,4,12,158.41915624
7799,JacksonMSDAO: Raising funds fo,12.45670587803122,5,3,9,39,159.35110888000003
4114,Clean Air Task Force,0.9255309733483054,5,3,9,114,160.48921043
7461,Vitae3,3.5068434278687524,5,3,13,70,160.844412313
6591,The Rift + Mana Crystals,14.652623741547712,4,3,12,21,161.450941975
5245,Values Index,6.637364673811877,4,2,13,39,162.0488461001
7272,dDAO Community - 探索去中心治理的小型社会学,1.705648440509747,4,3,8,115,163.20171653415
4000,Seaworthy Foundation,32.56766464011462,4,3,7,9,164.2336656
4263,Using ZK for game optimization,17.477811238034004,3,3,12,30,165.76330467
1676,Cryptocurrency Jobs,21.014545709031868,4,3,9,21,166.364905285
7202,🔥ENS UPDATES🔥,5.964323226063186,5,3,8,32,166.71333124449998
6344,Praise – Acknowledge community,6.46345058269092,5,3,9,24,166.8400381139
6020,"The Proofs, Arguments, and Zer",2.7847642872149594,5,3,9,108,168.23904498000002
7692,Malicious Contract Detector,2.8137325111191878,5,3,10,197,169.16036283
7759,Tic Tac Token,51.28720391004368,2,2,3,5,169.3337
6971,web3-scaffold: a starter kit f,11.797426839006473,5,3,6,12,174.266405
3987,VueDapp,65.32142748661337,2,2,3,3,176.0
2137,ETH gas price telegram bot,26.135229192283703,4,3,7,23,176.2314168
7340,ENSgrows:  a weekly publicatio,7.670905556065753,5,3,13,36,176.50516146
3951,Gravity Conflict management DA,22.96954181865224,4,2,6,16,176.91845284311864
7475,Committable: A Decentralized O,3.0280548255799387,3,3,9,106,177.22025193710002
6201,KlimaDAO Name Service,4.330963862714508,4,3,15,48,178.07527832
7370,The Explorer's Tribune,4.879224975206681,6,3,13,51,179.021321561789
2805,The Tor Project,9.593142444562158,5,3,15,32,179.75384637140584
6819,w1nt3r,18.334233312016224,4,3,6,17,180.05176726
2069,MintFund → Helping Creators Mi,1.2236954178153103,4,2,10,121,181.05700463
